,tradingDay,updateTime,bidprice,bidvolume,askprice,askvolume,lastPrice,tradevolume,tick_Vol,openintrest,timesecond,Kindex,open,high,low,close,GK,xuti,shiti
1082,20180402,21:14:25,5460.0,166.0,5462.0,97.0,5462.0,31746.0,2.0,601526.0,865.5,14,5456.0,5464.0,5456.0,5462.0,2.0,8.0,6.0
1083,20180402,21:14:26,5460.0,148.0,5462.0,115.0,5462.0,31790.0,44.0,601554.0,866.0,14,5456.0,5464.0,5456.0,5462.0,2.0,8.0,6.0
1084,20180402,21:14:26,5460.0,148.0,5462.0,119.0,5462.0,31790.0,0.0,601554.0,866.5,14,5456.0,5464.0,5456.0,5462.0,2.0,8.0,6.0
1085,20180402,21:14:27,5460.0,148.0,5462.0,112.0,5462.0,31792.0,2.0,601554.0,867.0,14,5456.0,5464.0,5456.0,5462.0,2.0,8.0,6.0
1086,20180402,21:14:27,5460.0,147.0,5462.0,117.0,5460.0,31794.0,2.0,601552.0,867.5,14,5456.0,5464.0,5456.0,5460.0,2.0,8.0,4.0
1087,20180402,21:14:28,5460.0,146.0,5462.0,112.0,5462.0,31798.0,4.0,601550.0,868.0,14,5456.0,5464.0,5456.0,5462.0,2.0,8.0,6.0
1088,20180402,21:14:28,5460.0,143.0,5462.0,124.0,5460.0,31808.0,10.0,601550.0,868.5,14,5456.0,5464.0,5456.0,5460.0,2.0,8.0,4.0
1089,20180402,21:14:29,5460.0,122.0,5462.0,113.0,5462.0,31852.0,44.0,601574.0,869.0,14,5456.0,5464.0,5456.0,5462.0,2.0,8.0,6.0
1090,20180402,21:14:29,5460.0,124.0,5462.0,93.0,5462.0,31852.0,0.0,601574.0,869.5,14,5456.0,5464.0,5456.0,5462.0,2.0,8.0,6.0
1091,20180402,21:14:30,5460.0,123.0,5462.0,96.0,5460.0,31854.0,2.0,601572.0,870.0,14,5456.0,5464.0,5456.0,5460.0,2.0,8.0,4.0
1092,20180402,21:14:30,5460.0,124.0,5462.0,119.0,5462.0,31856.0,2.0,601572.0,870.5,14,5456.0,5464.0,5456.0,5462.0,2.0,8.0,6.0
1093,20180402,21:14:31,5460.0,118.0,5462.0,112.0,5460.0,31868.0,12.0,601562.0,871.0,14,5456.0,5464.0,5456.0,5460.0,2.0,8.0,4.0
1094,20180402,21:14:31,5460.0,104.0,5462.0,109.0,5462.0,31918.0,50.0,601576.0,871.5,14,5456.0,5464.0,5456.0,5462.0,2.0,8.0,6.0
1095,20180402,21:14:32,5460.0,104.0,5462.0,111.0,5462.0,31918.0,0.0,601576.0,872.0,14,5456.0,5464.0,5456.0,5462.0,2.0,8.0,6.0
1096,20180402,21:14:32,5460.0,81.0,5462.0,113.0,5462.0,31964.0,46.0,601534.0,872.5,14,5456.0,5464.0,5456.0,5462.0,2.0,8.0,6.0
1097,20180402,21:14:33,5460.0,81.0,5462.0,108.0,5462.0,31968.0,4.0,601534.0,873.0,14,5456.0,5464.0,5456.0,5462.0,2.0,8.0,6.0
1098,20180402,21:14:33,5460.0,81.0,5462.0,118.0,5462.0,31970.0,2.0,601534.0,873.5,14,5456.0,5464.0,5456.0,5462.0,2.0,8.0,6.0
1099,20180402,21:14:34,5460.0,81.0,5462.0,120.0,5462.0,31970.0,0.0,601534.0,874.0,14,5456.0,5464.0,5456.0,5462.0,2.0,8.0,6.0
1100,20180402,21:14:34,5460.0,61.0,5462.0,144.0,5462.0,32012.0,42.0,601534.0,874.5,14,5456.0,5464.0,5456.0,5462.0,2.0,8.0,6.0
1101,20180402,21:14:35,5460.0,30.0,5462.0,160.0,5460.0,32062.0,50.0,601566.0,875.0,14,5456.0,5464.0,5456.0,5460.0,2.0,8.0,4.0
1102,20180402,21:14:35,5460.0,31.0,5462.0,164.0,5460.0,32064.0,2.0,601566.0,875.5,14,5456.0,5464.0,5456.0,5460.0,2.0,8.0,4.0
1103,20180402,21:14:36,5458.0,391.0,5460.0,21.0,5460.0,32220.0,156.0,601560.0,876.0,14,5456.0,5464.0,5456.0,5460.0,2.0,8.0,4.0
1104,20180402,21:14:36,5458.0,371.0,5460.0,19.0,5458.0,32264.0,44.0,601562.0,876.5,14,5456.0,5464.0,5456.0,5458.0,2.0,8.0,2.0
1105,20180402,21:14:37,5458.0,371.0,5460.0,18.0,5460.0,32266.0,2.0,601562.0,877.0,14,5456.0,5464.0,5456.0,5460.0,2.0,8.0,4.0
1106,20180402,21:14:37,5458.0,371.0,5460.0,16.0,5460.0,32270.0,4.0,601562.0,877.5,14,5456.0,5464.0,5456.0,5460.0,2.0,8.0,4.0
1107,20180402,21:14:38,5458.0,371.0,5460.0,15.0,5460.0,32272.0,2.0,601562.0,878.0,14,5456.0,5464.0,5456.0,5460.0,2.0,8.0,4.0
1108,20180402,21:14:39,5458.0,345.0,5460.0,10.0,5458.0,32324.0,52.0,601550.0,879.0,14,5456.0,5464.0,5456.0,5458.0,2.0,8.0,2.0
1109,20180402,21:14:39,5458.0,345.0,5460.0,8.0,5460.0,32330.0,6.0,601546.0,879.5,14,5456.0,5464.0,5456.0,5460.0,2.0,8.0,4.0
1110,20180402,21:14:40,5458.0,355.0,5460.0,1.0,5458.0,32354.0,24.0,601546.0,880.0,14,5456.0,5464.0,5456.0,5458.0,2.0,8.0,2.0
1111,20180402,21:14:40,5458.0,255.0,5460.0,24.0,5458.0,32556.0,202.0,601548.0,880.5,14,5456.0,5464.0,5456.0,5458.0,2.0,8.0,2.0
1112,20180402,21:14:41,5458.0,248.0,5460.0,11.0,5460.0,32570.0,14.0,601534.0,881.0,14,5456.0,5464.0,5456.0,5460.0,2.0,8.0,4.0
1113,20180402,21:14:41,5458.0,248.0,5460.0,12.0,5460.0,32570.0,0.0,601534.0,881.5,14,5456.0,5464.0,5456.0,5460.0,2.0,8.0,4.0
1114,20180402,21:14:42,5458.0,238.0,5460.0,14.0,5460.0,32630.0,60.0,601482.0,882.0,14,5456.0,5464.0,5456.0,5460.0,2.0,8.0,4.0
1115,20180402,21:14:42,5456.0,107.0,5460.0,31.0,5458.0,32674.0,44.0,601524.0,882.5,14,5456.0,5464.0,5456.0,5458.0,2.0,8.0,2.0
1116,20180402,21:14:43,5456.0,107.0,5458.0,3.0,5458.0,32674.0,0.0,601524.0,883.0,14,5456.0,5464.0,5456.0,5458.0,2.0,8.0,2.0
1117,20180402,21:14:43,5456.0,107.0,5458.0,4.0,5458.0,32674.0,0.0,601524.0,883.5,14,5456.0,5464.0,5456.0,5458.0,2.0,8.0,2.0
1118,20180402,21:14:44,5454.0,211.0,5456.0,11.0,5454.0,32890.0,216.0,601602.0,884.0,14,5456.0,5464.0,5454.0,5454.0,2.0,10.0,-2.0
1119,20180402,21:14:44,5456.0,6.0,5458.0,41.0,5456.0,32912.0,22.0,601610.0,884.5,14,5456.0,5464.0,5454.0,5456.0,2.0,10.0,0.0
1120,20180402,21:14:45,5454.0,210.0,5458.0,47.0,5456.0,32924.0,12.0,601598.0,885.0,14,5456.0,5464.0,5454.0,5456.0,2.0,10.0,0.0
1121,20180402,21:14:45,5454.0,212.0,5458.0,49.0,5456.0,32924.0,0.0,601598.0,885.5,14,5456.0,5464.0,5454.0,5456.0,2.0,10.0,0.0
1122,20180402,21:14:46,5454.0,225.0,5456.0,9.0,5456.0,32926.0,2.0,601598.0,886.0,14,5456.0,5464.0,5454.0,5456.0,2.0,10.0,0.0
1123,20180402,21:14:47,5454.0,220.0,5456.0,9.0,5454.0,32938.0,12.0,601586.0,887.0,14,5456.0,5464.0,5454.0,5454.0,2.0,10.0,-2.0
1124,20180402,21:14:48,5454.0,230.0,5458.0,53.0,5456.0,32978.0,40.0,601546.0,888.0,14,5456.0,5464.0,5454.0,5456.0,2.0,10.0,0.0
1125,20180402,21:14:48,5454.0,228.0,5456.0,1.0,5458.0,32980.0,2.0,601544.0,888.5,14,5456.0,5464.0,5454.0,5458.0,2.0,10.0,2.0
1126,20180402,21:14:49,5454.0,129.0,5456.0,11.0,5454.0,33180.0,200.0,601554.0,889.0,14,5456.0,5464.0,5454.0,5454.0,2.0,10.0,-2.0
1127,20180402,21:14:49,5454.0,130.0,5456.0,15.0,5454.0,33180.0,0.0,601554.0,889.5,14,5456.0,5464.0,5454.0,5454.0,2.0,10.0,-2.0
1128,20180402,21:14:50,5454.0,129.0,5456.0,15.0,5454.0,33182.0,2.0,601552.0,890.0,14,5456.0,5464.0,5454.0,5454.0,2.0,10.0,-2.0
1129,20180402,21:14:50,5454.0,130.0,5456.0,11.0,5456.0,33186.0,4.0,601552.0,890.5,14,5456.0,5464.0,5454.0,5456.0,2.0,10.0,0.0
1130,20180402,21:14:51,5454.0,130.0,5456.0,2.0,5456.0,33186.0,0.0,601552.0,891.0,14,5456.0,5464.0,5454.0,5456.0,2.0,10.0,0.0
1131,20180402,21:14:51,5454.0,132.0,5456.0,2.0,5456.0,33186.0,0.0,601552.0,891.5,14,5456.0,5464.0,5454.0,5456.0,2.0,10.0,0.0
1132,20180402,21:14:52,5454.0,132.0,5458.0,53.0,5456.0,33190.0,4.0,601554.0,892.0,14,5456.0,5464.0,5454.0,5456.0,2.0,10.0,0.0
1133,20180402,21:14:52,5454.0,132.0,5458.0,53.0,5456.0,33194.0,4.0,601554.0,892.5,14,5456.0,5464.0,5454.0,5456.0,2.0,10.0,0.0
1134,20180402,21:14:53,5454.0,130.0,5456.0,22.0,5456.0,33194.0,0.0,601554.0,893.0,14,5456.0,5464.0,5454.0,5456.0,2.0,10.0,0.0
1135,20180402,21:14:53,5454.0,129.0,5456.0,22.0,5454.0,33198.0,4.0,601550.0,893.5,14,5456.0,5464.0,5454.0,5454.0,2.0,10.0,-2.0
1136,20180402,21:14:54,5454.0,129.0,5456.0,21.0,5456.0,33200.0,2.0,601548.0,894.5,14,5456.0,5464.0,5454.0,5456.0,2.0,10.0,0.0
1137,20180402,21:14:55,5454.0,128.0,5456.0,18.0,5454.0,33208.0,8.0,601544.0,895.0,14,5456.0,5464.0,5454.0,5454.0,2.0,10.0,-2.0
1138,20180402,21:14:55,5454.0,128.0,5456.0,17.0,5456.0,33210.0,2.0,601544.0,895.5,14,5456.0,5464.0,5454.0,5456.0,2.0,10.0,0.0
1139,20180402,21:14:56,5454.0,127.0,5456.0,17.0,5454.0,33212.0,2.0,601544.0,896.5,14,5456.0,5464.0,5454.0,5454.0,2.0,10.0,-2.0
1140,20180402,21:14:58,5454.0,126.0,5456.0,10.0,5456.0,33230.0,18.0,601542.0,898.5,14,5456.0,5464.0,5454.0,5456.0,2.0,10.0,0.0
1141,20180402,21:14:59,5454.0,126.0,5456.0,8.0,5456.0,33236.0,6.0,601542.0,899.0,14,5456.0,5464.0,5454.0,5456.0,2.0,10.0,0.0
1142,20180402,21:15:00,5454.0,131.0,5456.0,8.0,5456.0,33236.0,0.0,601542.0,900.0,15,5456.0,5456.0,5454.0,5456.0,2.0,2.0,0.0
1143,20180402,21:15:01,5454.0,131.0,5456.0,13.0,5456.0,33246.0,10.0,601532.0,901.0,15,5456.0,5456.0,5454.0,5456.0,2.0,2.0,0.0
1144,20180402,21:15:01,5456.0,76.0,5458.0,61.0,5456.0,33272.0,26.0,601510.0,901.5,15,5456.0,5458.0,5454.0,5456.0,2.0,4.0,0.0
1145,20180402,21:15:02,5456.0,77.0,5458.0,74.0,5456.0,33272.0,0.0,601510.0,902.0,15,5456.0,5458.0,5454.0,5456.0,2.0,4.0,0.0
1146,20180402,21:15:02,5456.0,75.0,5458.0,74.0,5456.0,33276.0,4.0,601506.0,902.5,15,5456.0,5458.0,5454.0,5456.0,2.0,4.0,0.0
1147,20180402,21:15:04,5456.0,68.0,5458.0,74.0,5456.0,33290.0,14.0,601492.0,904.5,15,5456.0,5458.0,5454.0,5456.0,2.0,4.0,0.0
1148,20180402,21:15:05,5456.0,67.0,5458.0,74.0,5456.0,33292.0,2.0,601490.0,905.0,15,5456.0,5458.0,5454.0,5456.0,2.0,4.0,0.0
1149,20180402,21:15:05,5456.0,65.0,5458.0,74.0,5456.0,33298.0,6.0,601486.0,905.5,15,5456.0,5458.0,5454.0,5456.0,2.0,4.0,0.0
1150,20180402,21:15:06,5456.0,72.0,5458.0,74.0,5456.0,33302.0,4.0,601482.0,906.0,15,5456.0,5458.0,5454.0,5456.0,2.0,4.0,0.0
1151,20180402,21:15:07,5456.0,72.0,5458.0,76.0,5456.0,33302.0,0.0,601482.0,907.0,15,5456.0,5458.0,5454.0,5456.0,2.0,4.0,0.0
1152,20180402,21:15:08,5456.0,73.0,5458.0,76.0,5456.0,33302.0,0.0,601482.0,908.0,15,5456.0,5458.0,5454.0,5456.0,2.0,4.0,0.0
1153,20180402,21:15:08,5456.0,74.0,5458.0,76.0,5456.0,33302.0,0.0,601482.0,908.5,15,5456.0,5458.0,5454.0,5456.0,2.0,4.0,0.0
1154,20180402,21:15:09,5456.0,74.0,5458.0,77.0,5456.0,33302.0,0.0,601482.0,909.0,15,5456.0,5458.0,5454.0,5456.0,2.0,4.0,0.0
1155,20180402,21:15:10,5456.0,288.0,5458.0,58.0,5456.0,33302.0,0.0,601482.0,910.0,15,5456.0,5458.0,5454.0,5456.0,2.0,4.0,0.0
1156,20180402,21:15:10,5456.0,288.0,5458.0,48.0,5458.0,33306.0,4.0,601478.0,910.5,15,5456.0,5458.0,5454.0,5458.0,2.0,4.0,2.0
1157,20180402,21:15:11,5456.0,226.0,5458.0,48.0,5458.0,33306.0,0.0,601478.0,911.0,15,5456.0,5458.0,5454.0,5458.0,2.0,4.0,2.0
1158,20180402,21:15:13,5456.0,226.0,5458.0,48.0,5458.0,33308.0,2.0,601478.0,913.5,15,5456.0,5458.0,5454.0,5458.0,2.0,4.0,2.0
1159,20180402,21:15:14,5456.0,225.0,5460.0,100.0,5458.0,33406.0,98.0,601392.0,914.5,15,5456.0,5460.0,5454.0,5458.0,2.0,6.0,2.0
1160,20180402,21:15:15,5456.0,238.0,5460.0,104.0,5458.0,33406.0,0.0,601392.0,915.0,15,5456.0,5460.0,5454.0,5458.0,2.0,6.0,2.0
1161,20180402,21:15:15,5458.0,1.0,5460.0,102.0,5458.0,33406.0,0.0,601392.0,915.5,15,5456.0,5460.0,5454.0,5458.0,2.0,6.0,2.0
1162,20180402,21:15:17,5458.0,21.0,5460.0,82.0,5460.0,33480.0,74.0,601340.0,917.0,15,5456.0,5460.0,5454.0,5460.0,2.0,6.0,4.0
1163,20180402,21:15:18,5458.0,21.0,5460.0,81.0,5460.0,33482.0,2.0,601340.0,918.0,15,5456.0,5460.0,5454.0,5460.0,2.0,6.0,4.0
1164,20180402,21:15:18,5458.0,22.0,5460.0,80.0,5460.0,33484.0,2.0,601340.0,918.5,15,5456.0,5460.0,5454.0,5460.0,2.0,6.0,4.0
1165,20180402,21:15:19,5458.0,22.0,5460.0,79.0,5460.0,33488.0,4.0,601340.0,919.0,15,5456.0,5460.0,5454.0,5460.0,2.0,6.0,4.0
1166,20180402,21:15:19,5458.0,22.0,5460.0,79.0,5458.0,33490.0,2.0,601340.0,919.5,15,5456.0,5460.0,5454.0,5458.0,2.0,6.0,2.0
1167,20180402,21:15:20,5458.0,21.0,5460.0,79.0,5458.0,33492.0,2.0,601340.0,920.0,15,5456.0,5460.0,5454.0,5458.0,2.0,6.0,2.0
1168,20180402,21:15:20,5456.0,259.0,5458.0,40.0,5458.0,33536.0,44.0,601342.0,920.5,15,5456.0,5460.0,5454.0,5458.0,2.0,6.0,2.0
1169,20180402,21:15:21,5456.0,219.0,5460.0,89.0,5456.0,33618.0,82.0,601278.0,921.5,15,5456.0,5460.0,5454.0,5456.0,2.0,6.0,0.0
1170,20180402,21:15:22,5456.0,221.0,5460.0,91.0,5456.0,33618.0,0.0,601278.0,922.0,15,5456.0,5460.0,5454.0,5456.0,2.0,6.0,0.0
1171,20180402,21:15:22,5458.0,1.0,5460.0,90.0,5456.0,33618.0,0.0,601278.0,922.5,15,5456.0,5460.0,5454.0,5456.0,2.0,6.0,0.0
1172,20180402,21:15:24,5456.0,223.0,5460.0,191.0,5458.0,33620.0,2.0,601278.0,924.0,15,5456.0,5460.0,5454.0,5458.0,2.0,6.0,2.0
1173,20180402,21:15:24,5458.0,2.0,5460.0,190.0,5460.0,33622.0,2.0,601280.0,924.5,15,5456.0,5460.0,5454.0,5460.0,2.0,6.0,4.0
1174,20180402,21:15:25,5456.0,221.0,5458.0,1.0,5458.0,33626.0,4.0,601276.0,925.0,15,5456.0,5460.0,5454.0,5458.0,2.0,6.0,2.0
1175,20180402,21:15:26,5456.0,220.0,5458.0,4.0,5458.0,33626.0,0.0,601276.0,926.0,15,5456.0,5460.0,5454.0,5458.0,2.0,6.0,2.0
1176,20180402,21:15:26,5456.0,220.0,5458.0,24.0,5458.0,33626.0,0.0,601276.0,926.5,15,5456.0,5460.0,5454.0,5458.0,2.0,6.0,2.0
1177,20180402,21:15:27,5456.0,218.0,5458.0,24.0,5458.0,33626.0,0.0,601276.0,927.5,15,5456.0,5460.0,5454.0,5458.0,2.0,6.0,2.0
1178,20180402,21:15:28,5456.0,218.0,5458.0,2.0,5458.0,33632.0,6.0,601280.0,928.0,15,5456.0,5460.0,5454.0,5458.0,2.0,6.0,2.0
1179,20180402,21:15:28,5456.0,218.0,5458.0,3.0,5458.0,33632.0,0.0,601280.0,928.5,15,5456.0,5460.0,5454.0,5458.0,2.0,6.0,2.0
1180,20180402,21:15:29,5456.0,218.0,5458.0,4.0,5458.0,33632.0,0.0,601280.0,929.0,15,5456.0,5460.0,5454.0,5458.0,2.0,6.0,2.0
1181,20180402,21:15:29,5456.0,218.0,5458.0,24.0,5458.0,33634.0,2.0,601282.0,929.5,15,5456.0,5460.0,5454.0,5458.0,2.0,6.0,2.0
1182,20180402,21:15:30,5456.0,233.0,5458.0,24.0,5458.0,33634.0,0.0,601282.0,930.0,15,5456.0,5460.0,5454.0,5458.0,2.0,6.0,2.0
1183,20180402,21:15:30,5456.0,233.0,5458.0,9.0,5458.0,33634.0,0.0,601282.0,930.5,15,5456.0,5460.0,5454.0,5458.0,2.0,6.0,2.0
1184,20180402,21:15:31,5456.0,233.0,5458.0,31.0,5458.0,33634.0,0.0,601282.0,931.0,15,5456.0,5460.0,5454.0,5458.0,2.0,6.0,2.0
1185,20180402,21:15:32,5456.0,218.0,5458.0,49.0,5458.0,33636.0,2.0,601284.0,932.0,15,5456.0,5460.0,5454.0,5458.0,2.0,6.0,2.0
1186,20180402,21:15:33,5456.0,218.0,5458.0,48.0,5458.0,33636.0,0.0,601284.0,933.0,15,5456.0,5460.0,5454.0,5458.0,2.0,6.0,2.0
1187,20180402,21:15:34,5456.0,218.0,5458.0,38.0,5458.0,33638.0,2.0,601282.0,934.0,15,5456.0,5460.0,5454.0,5458.0,2.0,6.0,2.0
1188,20180402,21:15:34,5456.0,223.0,5458.0,38.0,5458.0,33638.0,0.0,601282.0,934.5,15,5456.0,5460.0,5454.0,5458.0,2.0,6.0,2.0
1189,20180402,21:15:35,5456.0,223.0,5458.0,35.0,5458.0,33644.0,6.0,601284.0,935.0,15,5456.0,5460.0,5454.0,5458.0,2.0,6.0,2.0
1190,20180402,21:15:35,5456.0,239.0,5458.0,15.0,5458.0,33644.0,0.0,601284.0,935.5,15,5456.0,5460.0,5454.0,5458.0,2.0,6.0,2.0
1191,20180402,21:15:36,5456.0,239.0,5458.0,22.0,5458.0,33644.0,0.0,601284.0,936.0,15,5456.0,5460.0,5454.0,5458.0,2.0,6.0,2.0
1192,20180402,21:15:36,5456.0,237.0,5458.0,46.0,5456.0,33650.0,6.0,601282.0,936.5,15,5456.0,5460.0,5454.0,5456.0,2.0,6.0,0.0
1193,20180402,21:15:37,5456.0,236.0,5458.0,46.0,5456.0,33652.0,2.0,601282.0,937.5,15,5456.0,5460.0,5454.0,5456.0,2.0,6.0,0.0
1194,20180402,21:15:38,5456.0,236.0,5458.0,67.0,5456.0,33652.0,0.0,601282.0,938.0,15,5456.0,5460.0,5454.0,5456.0,2.0,6.0,0.0
1195,20180402,21:15:39,5456.0,241.0,5458.0,66.0,5458.0,33654.0,2.0,601284.0,939.5,15,5456.0,5460.0,5454.0,5458.0,2.0,6.0,2.0
1196,20180402,21:15:40,5456.0,241.0,5458.0,69.0,5458.0,33654.0,0.0,601284.0,940.0,15,5456.0,5460.0,5454.0,5458.0,2.0,6.0,2.0
1197,20180402,21:15:41,5456.0,240.0,5458.0,57.0,5458.0,33680.0,26.0,601288.0,941.0,15,5456.0,5460.0,5454.0,5458.0,2.0,6.0,2.0
1198,20180402,21:15:42,5456.0,238.0,5458.0,58.0,5456.0,33684.0,4.0,601286.0,942.5,15,5456.0,5460.0,5454.0,5456.0,2.0,6.0,0.0
1199,20180402,21:15:44,5456.0,239.0,5458.0,58.0,5456.0,33684.0,0.0,601286.0,944.0,15,5456.0,5460.0,5454.0,5456.0,2.0,6.0,0.0
1200,20180402,21:15:44,5456.0,239.0,5458.0,61.0,5458.0,33686.0,2.0,601284.0,944.5,15,5456.0,5460.0,5454.0,5458.0,2.0,6.0,2.0
1201,20180402,21:15:45,5458.0,23.0,5460.0,223.0,5458.0,33808.0,122.0,601288.0,945.0,15,5456.0,5460.0,5454.0,5458.0,2.0,6.0,2.0
1202,20180402,21:15:45,5458.0,22.0,5460.0,224.0,5460.0,33812.0,4.0,601290.0,945.5,15,5456.0,5460.0,5454.0,5460.0,2.0,6.0,4.0
1203,20180402,21:15:46,5456.0,247.0,5460.0,203.0,5460.0,33858.0,46.0,601334.0,946.0,15,5456.0,5460.0,5454.0,5460.0,2.0,6.0,4.0
1204,20180402,21:15:46,5456.0,214.0,5460.0,203.0,5456.0,33924.0,66.0,601268.0,946.5,15,5456.0,5460.0,5454.0,5456.0,2.0,6.0,0.0
1205,20180402,21:15:48,5456.0,194.0,5458.0,26.0,5456.0,33934.0,10.0,601268.0,948.0,15,5456.0,5460.0,5454.0,5456.0,2.0,6.0,0.0
1206,20180402,21:15:48,5456.0,192.0,5458.0,28.0,5458.0,33938.0,4.0,601268.0,948.5,15,5456.0,5460.0,5454.0,5458.0,2.0,6.0,2.0
1207,20180402,21:15:49,5456.0,197.0,5458.0,26.0,5458.0,33938.0,0.0,601268.0,949.0,15,5456.0,5460.0,5454.0,5458.0,2.0,6.0,2.0
1208,20180402,21:15:50,5456.0,197.0,5458.0,43.0,5458.0,33940.0,2.0,601268.0,950.5,15,5456.0,5460.0,5454.0,5458.0,2.0,6.0,2.0
1209,20180402,21:15:52,5456.0,202.0,5458.0,44.0,5458.0,33940.0,0.0,601268.0,952.0,15,5456.0,5460.0,5454.0,5458.0,2.0,6.0,2.0
1210,20180402,21:15:53,5456.0,198.0,5458.0,44.0,5456.0,33948.0,8.0,601260.0,953.0,15,5456.0,5460.0,5454.0,5456.0,2.0,6.0,0.0
1211,20180402,21:15:53,5456.0,198.0,5458.0,47.0,5456.0,33948.0,0.0,601260.0,953.5,15,5456.0,5460.0,5454.0,5456.0,2.0,6.0,0.0
1212,20180402,21:15:54,5456.0,197.0,5458.0,47.0,5456.0,33950.0,2.0,601258.0,954.5,15,5456.0,5460.0,5454.0,5456.0,2.0,6.0,0.0
1213,20180402,21:15:55,5456.0,197.0,5458.0,49.0,5456.0,33950.0,0.0,601258.0,955.0,15,5456.0,5460.0,5454.0,5456.0,2.0,6.0,0.0
1214,20180402,21:15:55,5456.0,197.0,5458.0,50.0,5456.0,33950.0,0.0,601258.0,955.5,15,5456.0,5460.0,5454.0,5456.0,2.0,6.0,0.0
1215,20180402,21:15:56,5456.0,212.0,5458.0,21.0,5458.0,33956.0,6.0,601258.0,956.0,15,5456.0,5460.0,5454.0,5458.0,2.0,6.0,2.0
1216,20180402,21:15:56,5456.0,213.0,5458.0,22.0,5458.0,33956.0,0.0,601258.0,956.5,15,5456.0,5460.0,5454.0,5458.0,2.0,6.0,2.0
1217,20180402,21:15:58,5456.0,213.0,5458.0,22.0,5456.0,33958.0,2.0,601256.0,958.0,15,5456.0,5460.0,5454.0,5456.0,2.0,6.0,0.0
1218,20180402,21:15:58,5456.0,203.0,5458.0,22.0,5456.0,33978.0,20.0,601236.0,958.5,15,5456.0,5460.0,5454.0,5456.0,2.0,6.0,0.0
1219,20180402,21:15:59,5456.0,203.0,5458.0,23.0,5456.0,33978.0,0.0,601236.0,959.0,15,5456.0,5460.0,5454.0,5456.0,2.0,6.0,0.0
1220,20180402,21:15:59,5456.0,189.0,5458.0,24.0,5456.0,33978.0,0.0,601236.0,959.5,15,5456.0,5460.0,5454.0,5456.0,2.0,6.0,0.0
1221,20180402,21:16:00,5456.0,188.0,5458.0,30.0,5456.0,33978.0,0.0,601236.0,960.0,16,5456.0,5458.0,5456.0,5456.0,2.0,2.0,0.0
1222,20180402,21:16:00,5456.0,188.0,5458.0,45.0,5456.0,33978.0,0.0,601236.0,960.5,16,5456.0,5458.0,5456.0,5456.0,2.0,2.0,0.0
1223,20180402,21:16:01,5456.0,188.0,5458.0,47.0,5456.0,33978.0,0.0,601236.0,961.0,16,5456.0,5458.0,5456.0,5456.0,2.0,2.0,0.0
1224,20180402,21:16:01,5456.0,189.0,5458.0,55.0,5456.0,33978.0,0.0,601236.0,961.5,16,5456.0,5458.0,5456.0,5456.0,2.0,2.0,0.0
1225,20180402,21:16:02,5456.0,189.0,5458.0,60.0,5456.0,33978.0,0.0,601236.0,962.0,16,5456.0,5458.0,5456.0,5456.0,2.0,2.0,0.0
1226,20180402,21:16:04,5456.0,189.0,5458.0,27.0,5458.0,34048.0,70.0,601300.0,964.0,16,5456.0,5458.0,5456.0,5458.0,2.0,2.0,2.0
1227,20180402,21:16:04,5456.0,188.0,5460.0,193.0,5458.0,34124.0,76.0,601344.0,964.5,16,5456.0,5460.0,5456.0,5458.0,2.0,4.0,2.0
1228,20180402,21:16:05,5456.0,189.0,5460.0,193.0,5456.0,34128.0,4.0,601340.0,965.0,16,5456.0,5460.0,5456.0,5456.0,2.0,4.0,0.0
1229,20180402,21:16:06,5456.0,188.0,5460.0,193.0,5456.0,34130.0,2.0,601338.0,966.0,16,5456.0,5460.0,5456.0,5456.0,2.0,4.0,0.0
1230,20180402,21:16:06,5458.0,1.0,5460.0,191.0,5456.0,34130.0,0.0,601338.0,966.5,16,5456.0,5460.0,5456.0,5456.0,2.0,4.0,0.0
1231,20180402,21:16:07,5458.0,1.0,5460.0,192.0,5456.0,34130.0,0.0,601338.0,967.0,16,5456.0,5460.0,5456.0,5456.0,2.0,4.0,0.0
1232,20180402,21:16:07,5458.0,1.0,5460.0,214.0,5460.0,34132.0,2.0,601338.0,967.5,16,5456.0,5460.0,5456.0,5460.0,2.0,4.0,4.0
1233,20180402,21:16:08,5458.0,1.0,5460.0,215.0,5460.0,34132.0,0.0,601338.0,968.5,16,5456.0,5460.0,5456.0,5460.0,2.0,4.0,4.0
1234,20180402,21:16:09,5456.0,187.0,5458.0,19.0,5458.0,34134.0,2.0,601340.0,969.0,16,5456.0,5460.0,5456.0,5458.0,2.0,4.0,2.0
1235,20180402,21:16:10,5456.0,187.0,5458.0,17.0,5458.0,34138.0,4.0,601344.0,970.5,16,5456.0,5460.0,5456.0,5458.0,2.0,4.0,2.0
1236,20180402,21:16:11,5456.0,187.0,5458.0,14.0,5458.0,34144.0,6.0,601350.0,971.5,16,5456.0,5460.0,5456.0,5458.0,2.0,4.0,2.0
1237,20180402,21:16:12,5456.0,187.0,5458.0,15.0,5458.0,34144.0,0.0,601350.0,972.0,16,5456.0,5460.0,5456.0,5458.0,2.0,4.0,2.0
1238,20180402,21:16:13,5456.0,186.0,5458.0,19.0,5458.0,34144.0,0.0,601350.0,973.0,16,5456.0,5460.0,5456.0,5458.0,2.0,4.0,2.0
1239,20180402,21:16:13,5456.0,186.0,5458.0,20.0,5458.0,34146.0,2.0,601352.0,973.5,16,5456.0,5460.0,5456.0,5458.0,2.0,4.0,2.0
