,tradingDay,updateTime,bidprice,bidvolume,askprice,askvolume,lastPrice,tradevolume,tick_Vol,openintrest,timesecond,Kindex,open,high,low,close,GK,xuti,shiti
25,20180402,21:00:30,5442.0,13.0,5444.0,122.0,5444.0,6036.0,8.0,604808.0,30.0,0,5432.0,5452.0,5430.0,5444.0,2.0,22.0,12.0
26,20180402,21:00:30,5442.0,13.0,5444.0,121.0,5444.0,6038.0,2.0,604806.0,30.5,0,5432.0,5452.0,5430.0,5444.0,2.0,22.0,12.0
27,20180402,21:00:31,5446.0,4.0,5450.0,40.0,5448.0,6822.0,784.0,604254.0,31.0,0,5432.0,5452.0,5430.0,5448.0,2.0,22.0,16.0
28,20180402,21:00:32,5446.0,11.0,5448.0,26.0,5448.0,6884.0,62.0,604266.0,32.0,0,5432.0,5452.0,5430.0,5448.0,2.0,22.0,16.0
29,20180402,21:00:33,5446.0,21.0,5448.0,25.0,5448.0,6886.0,2.0,604266.0,33.0,0,5432.0,5452.0,5430.0,5448.0,2.0,22.0,16.0
30,20180402,21:00:34,5446.0,19.0,5448.0,16.0,5446.0,6920.0,34.0,604286.0,34.0,0,5432.0,5452.0,5430.0,5446.0,2.0,22.0,14.0
31,20180402,21:00:34,5446.0,19.0,5448.0,16.0,5446.0,6922.0,2.0,604286.0,34.5,0,5432.0,5452.0,5430.0,5446.0,2.0,22.0,14.0
32,20180402,21:00:35,5446.0,18.0,5448.0,20.0,5448.0,7184.0,262.0,604136.0,35.0,0,5432.0,5452.0,5430.0,5448.0,2.0,22.0,16.0
33,20180402,21:00:35,5446.0,7.0,5448.0,52.0,5448.0,7184.0,0.0,604136.0,35.5,0,5432.0,5452.0,5430.0,5448.0,2.0,22.0,16.0
34,20180402,21:00:36,5446.0,3.0,5448.0,72.0,5446.0,7188.0,4.0,604138.0,36.5,0,5432.0,5452.0,5430.0,5446.0,2.0,22.0,14.0
35,20180402,21:00:37,5446.0,4.0,5448.0,71.0,5448.0,7190.0,2.0,604138.0,37.0,0,5432.0,5452.0,5430.0,5448.0,2.0,22.0,16.0
36,20180402,21:00:37,5446.0,3.0,5448.0,56.0,5448.0,7222.0,32.0,604116.0,37.5,0,5432.0,5452.0,5430.0,5448.0,2.0,22.0,16.0
37,20180402,21:00:38,5444.0,8.0,5448.0,56.0,5446.0,7230.0,8.0,604110.0,38.0,0,5432.0,5452.0,5430.0,5446.0,2.0,22.0,14.0
38,20180402,21:00:39,5444.0,7.0,5446.0,193.0,5446.0,7256.0,26.0,604108.0,39.0,0,5432.0,5452.0,5430.0,5446.0,2.0,22.0,14.0
39,20180402,21:00:40,5444.0,7.0,5446.0,189.0,5446.0,7264.0,8.0,604108.0,40.0,0,5432.0,5452.0,5430.0,5446.0,2.0,22.0,14.0
40,20180402,21:00:40,5444.0,17.0,5446.0,189.0,5446.0,7264.0,0.0,604108.0,40.5,0,5432.0,5452.0,5430.0,5446.0,2.0,22.0,14.0
41,20180402,21:00:41,5444.0,18.0,5446.0,184.0,5446.0,7274.0,10.0,604098.0,41.0,0,5432.0,5452.0,5430.0,5446.0,2.0,22.0,14.0
42,20180402,21:00:41,5444.0,19.0,5446.0,184.0,5444.0,7296.0,22.0,604080.0,41.5,0,5432.0,5452.0,5430.0,5444.0,2.0,22.0,12.0
43,20180402,21:00:42,5444.0,19.0,5446.0,181.0,5444.0,7310.0,14.0,604076.0,42.5,0,5432.0,5452.0,5430.0,5444.0,2.0,22.0,12.0
44,20180402,21:00:43,5444.0,19.0,5446.0,153.0,5446.0,7366.0,56.0,604020.0,43.0,0,5432.0,5452.0,5430.0,5446.0,2.0,22.0,14.0
45,20180402,21:00:43,5444.0,26.0,5446.0,149.0,5446.0,7374.0,8.0,604014.0,43.5,0,5432.0,5452.0,5430.0,5446.0,2.0,22.0,14.0
46,20180402,21:00:44,5444.0,30.0,5446.0,141.0,5446.0,7394.0,20.0,604002.0,44.0,0,5432.0,5452.0,5430.0,5446.0,2.0,22.0,14.0
47,20180402,21:00:44,5444.0,16.0,5446.0,130.0,5444.0,7450.0,56.0,603968.0,44.5,0,5432.0,5452.0,5430.0,5444.0,2.0,22.0,12.0
48,20180402,21:00:45,5444.0,17.0,5446.0,130.0,5444.0,7450.0,0.0,603968.0,45.0,0,5432.0,5452.0,5430.0,5444.0,2.0,22.0,12.0
49,20180402,21:00:45,5444.0,17.0,5446.0,120.0,5446.0,7470.0,20.0,603958.0,45.5,0,5432.0,5452.0,5430.0,5446.0,2.0,22.0,14.0
50,20180402,21:00:46,5444.0,24.0,5446.0,120.0,5446.0,7470.0,0.0,603958.0,46.0,0,5432.0,5452.0,5430.0,5446.0,2.0,22.0,14.0
51,20180402,21:00:46,5444.0,32.0,5446.0,120.0,5446.0,7474.0,4.0,603956.0,46.5,0,5432.0,5452.0,5430.0,5446.0,2.0,22.0,14.0
52,20180402,21:00:47,5444.0,33.0,5446.0,119.0,5446.0,7476.0,2.0,603954.0,47.0,0,5432.0,5452.0,5430.0,5446.0,2.0,22.0,14.0
53,20180402,21:00:47,5444.0,57.0,5446.0,101.0,5446.0,7512.0,36.0,603918.0,47.5,0,5432.0,5452.0,5430.0,5446.0,2.0,22.0,14.0
54,20180402,21:00:48,5444.0,56.0,5446.0,101.0,5444.0,7514.0,2.0,603918.0,48.0,0,5432.0,5452.0,5430.0,5444.0,2.0,22.0,12.0
55,20180402,21:00:48,5444.0,56.0,5446.0,100.0,5446.0,7516.0,2.0,603918.0,48.5,0,5432.0,5452.0,5430.0,5446.0,2.0,22.0,14.0
56,20180402,21:00:49,5444.0,57.0,5446.0,98.0,5446.0,7516.0,0.0,603918.0,49.0,0,5432.0,5452.0,5430.0,5446.0,2.0,22.0,14.0
57,20180402,21:00:49,5444.0,62.0,5446.0,93.0,5446.0,7526.0,10.0,603908.0,49.5,0,5432.0,5452.0,5430.0,5446.0,2.0,22.0,14.0
58,20180402,21:00:50,5446.0,15.0,5448.0,25.0,5446.0,7752.0,226.0,603820.0,50.0,0,5432.0,5452.0,5430.0,5446.0,2.0,22.0,14.0
59,20180402,21:00:50,5444.0,49.0,5448.0,27.0,5444.0,7812.0,60.0,603874.0,50.5,0,5432.0,5452.0,5430.0,5444.0,2.0,22.0,12.0
60,20180402,21:00:51,5444.0,29.0,5446.0,17.0,5446.0,7840.0,28.0,603878.0,51.5,0,5432.0,5452.0,5430.0,5446.0,2.0,22.0,14.0
61,20180402,21:00:52,5444.0,24.0,5446.0,51.0,5444.0,7854.0,14.0,603864.0,52.5,0,5432.0,5452.0,5430.0,5444.0,2.0,22.0,12.0
62,20180402,21:00:53,5444.0,23.0,5446.0,52.0,5444.0,7856.0,2.0,603864.0,53.0,0,5432.0,5452.0,5430.0,5444.0,2.0,22.0,12.0
63,20180402,21:00:54,5444.0,55.0,5446.0,44.0,5444.0,7856.0,0.0,603864.0,54.0,0,5432.0,5452.0,5430.0,5444.0,2.0,22.0,12.0
64,20180402,21:00:55,5444.0,45.0,5446.0,44.0,5444.0,7876.0,20.0,603880.0,55.0,0,5432.0,5452.0,5430.0,5444.0,2.0,22.0,12.0
65,20180402,21:00:55,5444.0,45.0,5446.0,50.0,5444.0,7876.0,0.0,603880.0,55.5,0,5432.0,5452.0,5430.0,5444.0,2.0,22.0,12.0
66,20180402,21:00:56,5444.0,45.0,5446.0,55.0,5444.0,7876.0,0.0,603880.0,56.0,0,5432.0,5452.0,5430.0,5444.0,2.0,22.0,12.0
67,20180402,21:00:56,5442.0,11.0,5444.0,28.0,5442.0,7998.0,122.0,603904.0,56.5,0,5432.0,5452.0,5430.0,5442.0,2.0,22.0,10.0
68,20180402,21:00:57,5442.0,21.0,5444.0,17.0,5444.0,8000.0,2.0,603904.0,57.5,0,5432.0,5452.0,5430.0,5444.0,2.0,22.0,12.0
69,20180402,21:00:58,5442.0,23.0,5444.0,6.0,5446.0,8040.0,40.0,603908.0,58.0,0,5432.0,5452.0,5430.0,5446.0,2.0,22.0,14.0
70,20180402,21:00:58,5442.0,21.0,5444.0,6.0,5446.0,8040.0,0.0,603908.0,58.5,0,5432.0,5452.0,5430.0,5446.0,2.0,22.0,14.0
71,20180402,21:00:59,5442.0,27.0,5444.0,6.0,5444.0,8044.0,4.0,603904.0,59.0,0,5432.0,5452.0,5430.0,5444.0,2.0,22.0,12.0
72,20180402,21:00:59,5442.0,22.0,5444.0,6.0,5442.0,8056.0,12.0,603904.0,59.5,0,5432.0,5452.0,5430.0,5442.0,2.0,22.0,10.0
73,20180402,21:01:00,5442.0,21.0,5444.0,6.0,5442.0,8058.0,2.0,603904.0,60.5,1,5442.0,5444.0,5442.0,5442.0,2.0,2.0,0.0
74,20180402,21:01:01,5442.0,19.0,5444.0,7.0,5442.0,8058.0,0.0,603904.0,61.0,1,5442.0,5444.0,5442.0,5442.0,2.0,2.0,0.0
75,20180402,21:01:01,5442.0,17.0,5444.0,5.0,5444.0,8068.0,10.0,603904.0,61.5,1,5442.0,5444.0,5442.0,5444.0,2.0,2.0,2.0
76,20180402,21:01:02,5442.0,16.0,5444.0,10.0,5444.0,8076.0,8.0,603904.0,62.0,1,5442.0,5444.0,5442.0,5444.0,2.0,2.0,2.0
77,20180402,21:01:03,5444.0,1.0,5446.0,268.0,5444.0,8130.0,54.0,603896.0,63.0,1,5442.0,5446.0,5442.0,5444.0,2.0,4.0,2.0
78,20180402,21:01:03,5444.0,1.0,5446.0,268.0,5446.0,8132.0,2.0,603898.0,63.5,1,5442.0,5446.0,5442.0,5446.0,2.0,4.0,4.0
79,20180402,21:01:04,5444.0,2.0,5446.0,269.0,5446.0,8132.0,0.0,603898.0,64.0,1,5442.0,5446.0,5442.0,5446.0,2.0,4.0,4.0
80,20180402,21:01:04,5442.0,21.0,5446.0,269.0,5444.0,8136.0,4.0,603896.0,64.5,1,5442.0,5446.0,5442.0,5444.0,2.0,4.0,2.0
81,20180402,21:01:05,5442.0,23.0,5446.0,357.0,5446.0,8194.0,58.0,603884.0,65.0,1,5442.0,5446.0,5442.0,5446.0,2.0,4.0,4.0
82,20180402,21:01:06,5444.0,5.0,5446.0,356.0,5444.0,8198.0,4.0,603884.0,66.0,1,5442.0,5446.0,5442.0,5444.0,2.0,4.0,2.0
83,20180402,21:01:06,5444.0,5.0,5446.0,302.0,5446.0,8326.0,128.0,603790.0,66.5,1,5442.0,5446.0,5442.0,5446.0,2.0,4.0,4.0
84,20180402,21:01:07,5444.0,6.0,5446.0,301.0,5446.0,8328.0,2.0,603788.0,67.0,1,5442.0,5446.0,5442.0,5446.0,2.0,4.0,4.0
85,20180402,21:01:07,5444.0,7.0,5446.0,302.0,5444.0,8330.0,2.0,603788.0,67.5,1,5442.0,5446.0,5442.0,5444.0,2.0,4.0,2.0
86,20180402,21:01:08,5438.0,70.0,5442.0,1.0,5442.0,8532.0,202.0,603938.0,68.5,1,5442.0,5446.0,5438.0,5442.0,2.0,8.0,0.0
87,20180402,21:01:09,5440.0,29.0,5442.0,11.0,5442.0,8574.0,42.0,603940.0,69.0,1,5442.0,5446.0,5438.0,5442.0,2.0,8.0,0.0
88,20180402,21:01:09,5440.0,35.0,5442.0,10.0,5442.0,8586.0,12.0,603930.0,69.5,1,5442.0,5446.0,5438.0,5442.0,2.0,8.0,0.0
89,20180402,21:01:10,5440.0,35.0,5444.0,27.0,5442.0,8628.0,42.0,603920.0,70.0,1,5442.0,5446.0,5438.0,5442.0,2.0,8.0,0.0
90,20180402,21:01:11,5440.0,37.0,5444.0,26.0,5442.0,8636.0,8.0,603922.0,71.0,1,5442.0,5446.0,5438.0,5442.0,2.0,8.0,0.0
91,20180402,21:01:11,5440.0,37.0,5444.0,27.0,5442.0,8636.0,0.0,603922.0,71.5,1,5442.0,5446.0,5438.0,5442.0,2.0,8.0,0.0
92,20180402,21:01:12,5440.0,37.0,5444.0,28.0,5442.0,8636.0,0.0,603922.0,72.0,1,5442.0,5446.0,5438.0,5442.0,2.0,8.0,0.0
93,20180402,21:01:13,5442.0,1.0,5444.0,27.0,5442.0,8636.0,0.0,603922.0,73.0,1,5442.0,5446.0,5438.0,5442.0,2.0,8.0,0.0
94,20180402,21:01:14,5442.0,1.0,5444.0,48.0,5442.0,8636.0,0.0,603922.0,74.0,1,5442.0,5446.0,5438.0,5442.0,2.0,8.0,0.0
95,20180402,21:01:14,5442.0,1.0,5444.0,50.0,5442.0,8636.0,0.0,603922.0,74.5,1,5442.0,5446.0,5438.0,5442.0,2.0,8.0,0.0
96,20180402,21:01:15,5442.0,1.0,5444.0,48.0,5442.0,8636.0,0.0,603922.0,75.0,1,5442.0,5446.0,5438.0,5442.0,2.0,8.0,0.0
97,20180402,21:01:15,5442.0,2.0,5444.0,47.0,5444.0,8642.0,6.0,603928.0,75.5,1,5442.0,5446.0,5438.0,5444.0,2.0,8.0,2.0
98,20180402,21:01:16,5442.0,2.0,5444.0,22.0,5442.0,8702.0,60.0,603896.0,76.5,1,5442.0,5446.0,5438.0,5442.0,2.0,8.0,0.0
99,20180402,21:01:17,5442.0,3.0,5444.0,22.0,5442.0,8702.0,0.0,603896.0,77.0,1,5442.0,5446.0,5438.0,5442.0,2.0,8.0,0.0
100,20180402,21:01:17,5442.0,3.0,5444.0,37.0,5442.0,8702.0,0.0,603896.0,77.5,1,5442.0,5446.0,5438.0,5442.0,2.0,8.0,0.0
101,20180402,21:01:18,5442.0,4.0,5444.0,34.0,5444.0,8708.0,6.0,603902.0,78.0,1,5442.0,5446.0,5438.0,5444.0,2.0,8.0,2.0
102,20180402,21:01:19,5442.0,4.0,5444.0,33.0,5444.0,8710.0,2.0,603904.0,79.0,1,5442.0,5446.0,5438.0,5444.0,2.0,8.0,2.0
103,20180402,21:01:19,5442.0,3.0,5444.0,25.0,5442.0,8718.0,8.0,603900.0,79.5,1,5442.0,5446.0,5438.0,5442.0,2.0,8.0,0.0
104,20180402,21:01:20,5442.0,3.0,5444.0,24.0,5442.0,8718.0,0.0,603900.0,80.0,1,5442.0,5446.0,5438.0,5442.0,2.0,8.0,0.0
105,20180402,21:01:20,5442.0,3.0,5444.0,25.0,5442.0,8718.0,0.0,603900.0,80.5,1,5442.0,5446.0,5438.0,5442.0,2.0,8.0,0.0
106,20180402,21:01:21,5442.0,3.0,5444.0,35.0,5442.0,8718.0,0.0,603900.0,81.0,1,5442.0,5446.0,5438.0,5442.0,2.0,8.0,0.0
107,20180402,21:01:21,5442.0,4.0,5444.0,32.0,5444.0,8724.0,6.0,603906.0,81.5,1,5442.0,5446.0,5438.0,5444.0,2.0,8.0,2.0
108,20180402,21:01:23,5442.0,6.0,5444.0,32.0,5444.0,8724.0,0.0,603906.0,83.0,1,5442.0,5446.0,5438.0,5444.0,2.0,8.0,2.0
109,20180402,21:01:23,5440.0,31.0,5442.0,2.0,5442.0,8934.0,210.0,604076.0,83.5,1,5442.0,5446.0,5438.0,5442.0,2.0,8.0,0.0
110,20180402,21:01:24,5442.0,2.0,5444.0,47.0,5442.0,8940.0,6.0,604072.0,84.0,1,5442.0,5446.0,5438.0,5442.0,2.0,8.0,0.0
111,20180402,21:01:25,5440.0,41.0,5442.0,3.0,5442.0,8944.0,4.0,604072.0,85.0,1,5442.0,5446.0,5438.0,5442.0,2.0,8.0,0.0
112,20180402,21:01:25,5440.0,40.0,5442.0,2.0,5442.0,8948.0,4.0,604074.0,85.5,1,5442.0,5446.0,5438.0,5442.0,2.0,8.0,0.0
113,20180402,21:01:26,5442.0,5.0,5444.0,44.0,5444.0,8958.0,10.0,604082.0,86.0,1,5442.0,5446.0,5438.0,5444.0,2.0,8.0,2.0
114,20180402,21:01:26,5442.0,57.0,5444.0,40.0,5444.0,8958.0,0.0,604082.0,86.5,1,5442.0,5446.0,5438.0,5444.0,2.0,8.0,2.0
115,20180402,21:01:27,5442.0,57.0,5444.0,39.0,5444.0,8960.0,2.0,604084.0,87.5,1,5442.0,5446.0,5438.0,5444.0,2.0,8.0,2.0
116,20180402,21:01:28,5442.0,64.0,5444.0,39.0,5444.0,8960.0,0.0,604084.0,88.0,1,5442.0,5446.0,5438.0,5444.0,2.0,8.0,2.0
117,20180402,21:01:28,5442.0,64.0,5444.0,37.0,5444.0,8964.0,4.0,604088.0,88.5,1,5442.0,5446.0,5438.0,5444.0,2.0,8.0,2.0
118,20180402,21:01:29,5442.0,64.0,5444.0,35.0,5444.0,8968.0,4.0,604092.0,89.0,1,5442.0,5446.0,5438.0,5444.0,2.0,8.0,2.0
119,20180402,21:01:30,5442.0,64.0,5444.0,34.0,5444.0,8970.0,2.0,604092.0,90.0,1,5442.0,5446.0,5438.0,5444.0,2.0,8.0,2.0
120,20180402,21:01:30,5442.0,65.0,5444.0,35.0,5444.0,8970.0,0.0,604092.0,90.5,1,5442.0,5446.0,5438.0,5444.0,2.0,8.0,2.0
121,20180402,21:01:31,5442.0,65.0,5444.0,32.0,5444.0,8976.0,6.0,604086.0,91.0,1,5442.0,5446.0,5438.0,5444.0,2.0,8.0,2.0
122,20180402,21:01:31,5442.0,72.0,5444.0,2.0,5444.0,9014.0,38.0,604050.0,91.5,1,5442.0,5446.0,5438.0,5444.0,2.0,8.0,2.0
123,20180402,21:01:32,5442.0,73.0,5444.0,2.0,5444.0,9014.0,0.0,604050.0,92.5,1,5442.0,5446.0,5438.0,5444.0,2.0,8.0,2.0
124,20180402,21:01:33,5442.0,72.0,5446.0,349.0,5444.0,9018.0,4.0,604052.0,93.0,1,5442.0,5446.0,5438.0,5444.0,2.0,8.0,2.0
125,20180402,21:01:33,5444.0,30.0,5446.0,217.0,5444.0,9290.0,272.0,603792.0,93.5,1,5442.0,5446.0,5438.0,5444.0,2.0,8.0,2.0
126,20180402,21:01:34,5442.0,37.0,5444.0,7.0,5444.0,9352.0,62.0,603774.0,94.0,1,5442.0,5446.0,5438.0,5444.0,2.0,8.0,2.0
127,20180402,21:01:35,5442.0,38.0,5444.0,7.0,5444.0,9352.0,0.0,603774.0,95.5,1,5442.0,5446.0,5438.0,5444.0,2.0,8.0,2.0
128,20180402,21:01:36,5442.0,40.0,5444.0,9.0,5444.0,9352.0,0.0,603774.0,96.0,1,5442.0,5446.0,5438.0,5444.0,2.0,8.0,2.0
129,20180402,21:01:37,5442.0,40.0,5444.0,7.0,5444.0,9352.0,0.0,603774.0,97.0,1,5442.0,5446.0,5438.0,5444.0,2.0,8.0,2.0
130,20180402,21:01:38,5442.0,38.0,5444.0,7.0,5442.0,9356.0,4.0,603774.0,98.0,1,5442.0,5446.0,5438.0,5442.0,2.0,8.0,0.0
131,20180402,21:01:38,5442.0,37.0,5444.0,5.0,5444.0,9362.0,6.0,603774.0,98.5,1,5442.0,5446.0,5438.0,5444.0,2.0,8.0,2.0
132,20180402,21:01:39,5442.0,37.0,5444.0,6.0,5444.0,9362.0,0.0,603774.0,99.5,1,5442.0,5446.0,5438.0,5444.0,2.0,8.0,2.0
133,20180402,21:01:40,5442.0,37.0,5444.0,3.0,5444.0,9368.0,6.0,603770.0,100.0,1,5442.0,5446.0,5438.0,5444.0,2.0,8.0,2.0
134,20180402,21:01:40,5442.0,37.0,5444.0,14.0,5444.0,9368.0,0.0,603770.0,100.5,1,5442.0,5446.0,5438.0,5444.0,2.0,8.0,2.0
135,20180402,21:01:41,5442.0,44.0,5446.0,129.0,5444.0,9590.0,222.0,603638.0,101.0,1,5442.0,5446.0,5438.0,5444.0,2.0,8.0,2.0
136,20180402,21:01:41,5442.0,36.0,5446.0,130.0,5444.0,9590.0,0.0,603638.0,101.5,1,5442.0,5446.0,5438.0,5444.0,2.0,8.0,2.0
137,20180402,21:01:42,5442.0,36.0,5446.0,130.0,5442.0,9596.0,6.0,603638.0,102.0,1,5442.0,5446.0,5438.0,5442.0,2.0,8.0,0.0
138,20180402,21:01:43,5442.0,36.0,5446.0,132.0,5442.0,9596.0,0.0,603638.0,103.5,1,5442.0,5446.0,5438.0,5442.0,2.0,8.0,0.0
139,20180402,21:01:44,5442.0,36.0,5446.0,132.0,5442.0,9598.0,2.0,603638.0,104.0,1,5442.0,5446.0,5438.0,5442.0,2.0,8.0,0.0
140,20180402,21:01:45,5442.0,44.0,5444.0,2.0,5442.0,9598.0,0.0,603638.0,105.0,1,5442.0,5446.0,5438.0,5442.0,2.0,8.0,0.0
141,20180402,21:01:45,5442.0,39.0,5444.0,2.0,5442.0,9608.0,10.0,603628.0,105.5,1,5442.0,5446.0,5438.0,5442.0,2.0,8.0,0.0
142,20180402,21:01:46,5442.0,27.0,5444.0,2.0,5442.0,9632.0,24.0,603624.0,106.5,1,5442.0,5446.0,5438.0,5442.0,2.0,8.0,0.0
143,20180402,21:01:47,5442.0,28.0,5444.0,4.0,5442.0,9632.0,0.0,603624.0,107.0,1,5442.0,5446.0,5438.0,5442.0,2.0,8.0,0.0
144,20180402,21:01:47,5442.0,24.0,5444.0,4.0,5442.0,9632.0,0.0,603624.0,107.5,1,5442.0,5446.0,5438.0,5442.0,2.0,8.0,0.0
145,20180402,21:01:48,5442.0,24.0,5444.0,5.0,5442.0,9632.0,0.0,603624.0,108.0,1,5442.0,5446.0,5438.0,5442.0,2.0,8.0,0.0
146,20180402,21:01:49,5442.0,24.0,5444.0,7.0,5442.0,9632.0,0.0,603624.0,109.0,1,5442.0,5446.0,5438.0,5442.0,2.0,8.0,0.0
147,20180402,21:01:50,5442.0,26.0,5444.0,7.0,5442.0,9632.0,0.0,603624.0,110.0,1,5442.0,5446.0,5438.0,5442.0,2.0,8.0,0.0
148,20180402,21:01:50,5442.0,26.0,5444.0,6.0,5444.0,9634.0,2.0,603624.0,110.5,1,5442.0,5446.0,5438.0,5444.0,2.0,8.0,2.0
149,20180402,21:01:52,5442.0,28.0,5444.0,6.0,5444.0,9634.0,0.0,603624.0,112.0,1,5442.0,5446.0,5438.0,5444.0,2.0,8.0,2.0
150,20180402,21:01:52,5442.0,28.0,5444.0,7.0,5444.0,9634.0,0.0,603624.0,112.5,1,5442.0,5446.0,5438.0,5444.0,2.0,8.0,2.0
151,20180402,21:01:53,5442.0,29.0,5444.0,7.0,5444.0,9634.0,0.0,603624.0,113.0,1,5442.0,5446.0,5438.0,5444.0,2.0,8.0,2.0
152,20180402,21:01:54,5442.0,30.0,5444.0,1.0,5444.0,9642.0,8.0,603618.0,114.0,1,5442.0,5446.0,5438.0,5444.0,2.0,8.0,2.0
153,20180402,21:01:54,5442.0,22.0,5446.0,133.0,5444.0,9644.0,2.0,603618.0,114.5,1,5442.0,5446.0,5438.0,5444.0,2.0,8.0,2.0
154,20180402,21:01:55,5442.0,22.0,5444.0,1.0,5444.0,9644.0,0.0,603618.0,115.0,1,5442.0,5446.0,5438.0,5444.0,2.0,8.0,2.0
155,20180402,21:01:55,5444.0,2.0,5446.0,133.0,5444.0,9646.0,2.0,603618.0,115.5,1,5442.0,5446.0,5438.0,5444.0,2.0,8.0,2.0
156,20180402,21:01:56,5442.0,23.0,5446.0,133.0,5444.0,9650.0,4.0,603614.0,116.0,1,5442.0,5446.0,5438.0,5444.0,2.0,8.0,2.0
157,20180402,21:01:56,5442.0,24.0,5446.0,133.0,5444.0,9650.0,0.0,603614.0,116.5,1,5442.0,5446.0,5438.0,5444.0,2.0,8.0,2.0
